Scenario Number,Scenario Name,Planning Area,Sector,End Use,Units,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
6,Mid-High Plus,IID,Residential,HVAC - Heating,GWh,0,-0.123513687,-0.377253266,-0.755650958,-1.245732915,-1.832281778,-2.50796766,-3.304523631,-4.224638319,-5.270741971,-6.445316323,-7.737354917
6,Mid-High Plus,IID,Residential,HVAC - Heating,MM Therms,0,0.007441912,0.022720479,0.045511921,0.075031814,0.110398947,0.151161226,0.199252231,0.254845694,0.318083983,0.389124913,0.467317323
6,Mid-High Plus,IID,Residential,Lighting - General,GWh,0,0.378195799,0.789647246,1.23010653,1.712116044,31.6396773,58.5705689,70.08978631,80.68694534,91.02145953,93.27062129,94.84286332
6,Mid-High Plus,IID,Residential,Lighting - General,MM Therms,0,-8.16E-05,-0.00016275,-0.000239196,-0.000311355,-0.19523148,-0.368687348,-0.438803297,-0.501793659,-0.561960021,-0.570134707,-0.574471517
6,Mid-High Plus,IID,Residential,Miscellaneous,GWh,0,1.231221359,2.568512238,3.962923234,5.395708028,6.221410457,6.990019697,7.427533562,6.665816126,4.741918596,2.121021315,0.424021558
6,Mid-High Plus,IID,Residential,Miscellaneous,MM Therms,0,0.00218186,0.004418131,0.006710169,0.009052891,0.011441935,0.013862604,0.016288803,0.018666868,0.020908328,0.022894788,0.024531268
6,Mid-High Plus,IID,Residential,Plug Load - Appliances,GWh,0,0.021234105,0.983401253,2.801436282,5.692968584,8.58760088,12.38447121,17.14374678,21.16020145,25.0848135,29.08520549,32.96067323
6,Mid-High Plus,IID,Residential,Plug Load - Appliances,MM Therms,0,0.008174683,0.014618776,0.019783206,0.03371899,0.048391574,0.055399867,0.063495302,0.073693327,0.084536743,0.095780436,0.107254242
6,Mid-High Plus,IID,Residential,Plug Load - Consumer Electronics,GWh,0,0.105096331,0.212317094,0.321703603,0.43328068,0.456233288,0.51618281,0.577321022,0.639672128,0.703256464,0.768104327,0.831703812
6,Mid-High Plus,IID,Residential,Refrig/Freezer,GWh,0,1.14773745,2.135191003,3.037454621,3.859404939,4.478682733,4.940341522,5.336818535,5.708583536,6.07515653,6.437729418,6.804898363
6,Mid-High Plus,IID,Residential,Water Heating,GWh,0,0.150234129,0.20146951,0.161563396,0.03558654,-0.183900956,5.637715433,11.45665321,17.26247269,23.06009359,28.77857222,34.22504406
6,Mid-High Plus,IID,Residential,Water Heating,MM Therms,0,0.047114616,0.100116024,0.152646652,0.209731859,0.267971712,0.403899996,0.524907545,0.652251354,0.785560825,0.929462314,1.077413401
6,Mid-High Plus,IID,Residential,WholeBlg,GWh,0,9.200095077,17.28146476,25.6211564,39.55020722,53.8322514,68.15678846,87.52116003,106.8388824,126.0548191,155.7173625,186.0402292
6,Mid-High Plus,IID,Residential,WholeBlg,MM Therms,0,0.125842154,0.175255951,0.225522028,0.489546023,0.756289041,1.024934231,1.506823052,1.989987065,2.474039898,3.365819627,4.253412168
6,Mid-High Plus,IID,Streetlighting,Street Lighting,GWh,0,0.069199297,0.141720633,0.217584372,0.298153775,0.387200622,0.492858011,0.623888735,0.785876702,0.971463599,1.160160639,1.335503142
6,Mid-High Plus,LADWP,AGWP,Lighting,GWh,0,0,0,0,0,0,0,0,0,0.044096084,0.152952277,0.337242455
6,Mid-High Plus,LADWP,AGWP,MachDr,GWh,0,0.792485496,1.607143034,2.431002977,3.261575156,4.096143376,5.099552279,6.105332848,7.111717901,8.119496929,9.12498466,10.11229138
6,Mid-High Plus,LADWP,AGWP,MachDr,MM Therms,0,0.057379009,0.121453941,0.190577897,0.262119773,0.332826403,0.399710407,0.414748314,0.417268142,0.408789191,0.392827153,0.375178306
6,Mid-High Plus,LADWP,AGWP,ProcRefrig,GWh,0,0.11278782,0.226029734,0.339775995,0.454228667,0.569176438,0.684551495,0.800501643,0.916981123,1.088856305,1.353489555,1.681097514
6,Mid-High Plus,LADWP,AGWP,ProcRefrig,MM Therms,0,0.015135974,0.030340926,0.045616647,0.060967992,0.076404027,0.091923617,0.107559815,0.123313716,0.139159192,0.155037432,0.170835695
6,Mid-High Plus,LADWP,AGWP,WholeBlg,GWh,0,4.149105167,8.278289221,12.37407883,16.42319527,20.41426633,24.31446767,28.11889886,31.78199566,35.22767,38.35638483,41.1803538
6,Mid-High Plus,LADWP,AGWP,WholeBlg,MM Therms,0,0.278564676,0.553552551,0.825089132,1.093568362,1.354969566,1.611525572,1.865031525,2.115277634,2.361237069,2.600376478,2.828526111
6,Mid-High Plus,LADWP,Commercial,Behavior,GWh,0,0,74.59761459,74.59761459,74.59761459,74.59761459,74.59761459,74.59761459,74.59761459,74.59761459,74.59761459,74.59761459
6,Mid-High Plus,LADWP,Commercial,Cooking,GWh,0,0.572205753,0.88820671,1.166245539,1.425060905,1.676013295,1.923275339,2.17397176,2.7560195,3.240244851,4.255100228,5.336977732
6,Mid-High Plus,LADWP,Commercial,Cooking,MM Therms,0,0.361073179,0.765101618,1.179153036,1.601456814,2.03125883,2.468311125,2.910224991,3.356823384,3.808223345,4.264226774,4.724776658
6,Mid-High Plus,LADWP,Commercial,HVAC - Cooling,GWh,0,44.40837665,90.1417202,139.672189,194.3150537,254.0913533,318.5094312,386.359589,455.5107296,523.7217348,588.9347398,656.1168127
6,Mid-High Plus,LADWP,Commercial,HVAC - General,GWh,0,4.42395403,8.851771039,13.49101141,25.45802207,37.36081809,50.52233597,66.50730043,97.88560361,130.6574979,167.2858801,221.2488666
6,Mid-High Plus,LADWP,Commercial,HVAC - General,MM Therms,0,0.112992294,0.229692647,0.343667722,0.612024001,0.880957264,1.155014833,1.426808416,1.6748162,1.927424259,2.173172196,2.424641592
6,Mid-High Plus,LADWP,Commercial,HVAC - Heating,GWh,0,-0.251303352,-0.750082666,0.010488497,-1.001965633,-2.290474964,-3.848219051,-5.682649409,-7.80847338,-10.23174789,-12.96489108,-15.97688355
6,Mid-High Plus,LADWP,Commercial,HVAC - Heating,MM Therms,0,0.04330507,0.129165403,0.283676549,0.46319615,0.690545787,0.964508299,1.286504649,1.658863874,2.083166219,2.561043351,3.086942414
6,Mid-High Plus,LADWP,Commercial,HVAC - Ventilation,GWh,0,0,0,0,0,17.50505719,34.81561374,51.99001985,68.91157513,85.44412914,101.5701768,117.1129171
6,Mid-High Plus,LADWP,Commercial,Lighting - General,GWh,0,105.7287577,170.2174653,238.0766933,309.1124677,368.8977106,414.8769261,442.6414521,458.8869778,463.2561655,459.9153565,465.4677346
6,Mid-High Plus,LADWP,Commercial,Lighting - General,MM Therms,0,0.046913133,0.093816319,0.140696272,0.229397778,0.073716296,-0.057750748,-0.035282976,-0.003454818,0.031679036,0.214963064,0.400463142
6,Mid-High Plus,LADWP,Commercial,Lighting - Indoor Equipment,GWh,0,0.036572212,0.076753641,0.120442765,0.163667428,0.206685267,0.249184962,0.291419112,0.332947751,0.373343427,0.411617472,0.44615445
6,Mid-High Plus,LADWP,Commercial,Lighting - Indoor Equipment,MM Therms,0,0.00013346,0.000280112,0.000439919,0.00059973,0.000759565,0.00091907,0.001077849,0.001235034,0.001388861,0.001535888,0.001670449
6,Mid-High Plus,LADWP,Commercial,Lighting - Outdoor,GWh,0,0.036572212,0.076753641,0.120442765,0.195375725,0.270715466,0.346018333,0.453614324,0.560416163,0.6663103,0.834419868,1.000292398
6,Mid-High Plus,LADWP,Commercial,Lighting - Outdoor,MM Therms,0,0.00013346,0.000280112,0.000439919,0.001163842,0.001891413,0.00262204,0.003930603,0.00524435,0.006561174,0.009014829,0.011469237
6,Mid-High Plus,LADWP,Commercial,MachDr,GWh,0,3.336944279,6.799521098,10.90411155,17.10405692,24.08391324,32.1528526,40.52539916,48.91626703,57.22687339,65.36678493,73.50109413
6,Mid-High Plus,LADWP,Commercial,Miscellaneous,GWh,0,0.271346144,2.323452607,4.357869368,6.374651157,8.364133721,12.3157215,27.23368465,42.04687362,56.74692381,71.41342427,85.34007386
6,Mid-High Plus,LADWP,Commercial,Miscellaneous,MM Therms,0,0.003102902,0.025645442,0.049566833,0.073478891,0.097361244,0.121111627,0.144568079,0.167414128,0.191533084,0.213432125,0.231923183
6,Mid-High Plus,LADWP,Commercial,Office Equipment,GWh,0,0.368421045,5.746087093,16.51965563,26.81501498,50.34639628,73.94555882,94.34443527,158.405839,215.5750567,265.5672432,308.233732
6,Mid-High Plus,LADWP,Commercial,Office Equipment,MM Therms,0,0.074786879,0.10147767,0.158433917,0.218957905,0.272532843,0.317887219,0.377595908,0.47043341,0.557011027,0.652744663,0.717630298
6,Mid-High Plus,LADWP,Commercial,Refrigeration,GWh,0,22.79745141,35.42371209,48.32718934,61.90166107,76.27169493,91.36992702,106.868629,122.5693132,137.9892783,153.2493602,168.7604325
6,Mid-High Plus,LADWP,Commercial,Refrigeration,MM Therms,0,0,0,0,0.001706288,0.003423536,0.005152733,0.008632239,0.012133966,0.015660327,0.02265616,0.029712616
6,Mid-High Plus,LADWP,Commercial,Water Heating,GWh,0,-0.115480855,-0.478435615,0.417825765,-0.319056416,-1.330944347,-2.608856244,-4.022161629,-5.730436889,-7.744586084,-9.799105311,-12.1532511
6,Mid-High Plus,LADWP,Commercial,Water Heating,MM Therms,0,0.287370604,0.619052856,1.021974842,1.452152168,1.934610719,2.468397684,3.052501417,3.691663097,4.387352382,5.40039003,6.46005027
6,Mid-High Plus,LADWP,Commercial,WholeBlg,GWh,0,27.11782878,60.31317823,92.22092367,126.5200731,154.2482489,182.251034,209.498597,230.3074385,251.1634401,270.2539098,289.8591703
6,Mid-High Plus,LADWP,Commercial,WholeBlg,MM Therms,0,0.759612908,1.597617543,2.352309295,3.054398597,3.825810487,4.598377447,5.32698716,6.066327548,6.819457428,7.575044183,8.352558021
6,Mid-High Plus,LADWP,Industrial,HVAC,GWh,0,1.646208008,3.203960995,4.700757425,6.320433615,8.122893462,9.940341276,11.76973493,13.59377534,15.404676,17.19099143,18.98407479
6,Mid-High Plus,LADWP,Industrial,HVAC,MM Therms,0,0.18100212,0.351097411,0.507312416,0.653660483,0.706956273,0.777273692,0.856838368,0.957142748,1.066985581,1.179418014,1.298810693
6,Mid-High Plus,LADWP,Industrial,Lighting,GWh,0,5.096881798,10.25190604,15.57360902,21.21185498,27.05440069,33.22057841,39.64421747,46.35187667,53.28005212,60.34149585,67.27477151
6,Mid-High Plus,LADWP,Industrial,Lighting,MM Therms,0,0.003918487,0.007827641,0.011721421,0.015603989,0.019471009,0.023315023,0.027138026,0.030916316,0.034605899,0.038107658,0.041267223
6,Mid-High Plus,LADWP,Industrial,MachDr,GWh,0,10.56420753,16.09397883,18.19167607,23.29513239,29.18859611,34.67457566,39.44931525,46.24697333,55.46852842,65.57209644,74.01414297
6,Mid-High Plus,LADWP,Industrial,MachDr,MM Therms,0,0.070304347,0.140441257,0.210372622,0.280102649,0.349623841,0.41887248,0.488165239,0.557427302,0.626570553,0.695289131,0.76312591
6,Mid-High Plus,LADWP,Industrial,Miscellaneous,GWh,0,0,24.50075503,24.44348564,24.37887362,24.32310929,24.26751188,24.21204156,24.15669802,24.101481,24.04639018,23.99117301
6,Mid-High Plus,LADWP,Industrial,ProcHeat,GWh,0,0.816958939,1.606458658,2.372225158,3.170376503,4.022794787,4.875216843,5.731403162,6.584880644,7.432896641,8.270614557,9.104870406
6,Mid-High Plus,LADWP,Industrial,ProcHeat,MM Therms,0,2.803804195,5.438234782,8.083976017,10.69431827,13.09149662,14.79174962,15.81456844,16.67015886,17.34552811,18.00059672,18.68999115
6,Mid-High Plus,LADWP,Industrial,WholeBlg,GWh,0,12.30486044,24.57368297,36.99332496,49.41759327,61.73689256,73.85628233,85.90022742,97.72315383,109.1985333,120.0451892,129.8457677
6,Mid-High Plus,LADWP,Industrial,WholeBlg,MM Therms,0,2.623898156,5.228910819,7.820188156,10.40292977,12.77427522,15.04473619,17.32591726,19.64288915,22.04949958,24.63967299,27.59934386
6,Mid-High Plus,LADWP,Mining,OilGasExtract,GWh,0,0,0,0.01819627,0.035090638,0.051193925,0.066084485,0.080917076,0.094853899,0.10852172,0.12177182,0.134564186
6,Mid-High Plus,LADWP,Mining,OilGasExtract,MM Therms,0,0.018808751,0.035110302,0.051228892,0.06696753,0.082207277,0.096883495,0.11097373,0.124473776,0.137393303,0.149746476,0.161556574
6,Mid-High Plus,LADWP,Residential,Behavior,GWh,0,24.89503052,76.98629769,79.44157585,81.81966282,84.12112961,86.41538528,88.71340783,91.0555369,93.4560193,95.93218143,98.4239715
6,Mid-High Plus,LADWP,Residential,HVAC - Cooling,GWh,0,5.2002097,13.2159102,25.51203794,44.26597665,72.59404061,108.2915982,151.7271379,199.0609254,242.993243,278.5405243,319.9810587
6,Mid-High Plus,LADWP,Residential,HVAC - General,GWh,0,2.230089089,6.200877357,9.148445879,13.6341053,18.05638193,22.49609042,27.19517817,31.6351936,35.97456365,43.92362354,51.62695111
6,Mid-High Plus,LADWP,Residential,HVAC - General,MM Therms,0,0.063419928,0.787691994,1.244252917,1.687998217,2.125494647,2.562471892,4.038479009,5.671858332,7.277100843,8.858130948,10.43142893
6,Mid-High Plus,LADWP,Residential,HVAC - Heating,GWh,0,-0.821498789,-2.509139747,-5.025891162,-8.285462991,-12.18664345,-16.68068089,-21.97863437,-28.09838612,-35.05609993,-42.86828198,-51.46172752
6,Mid-High Plus,LADWP,Residential,HVAC - Heating,MM Therms,0,0.116333266,0.355170497,0.711450294,1.172910423,1.725775622,2.362978694,3.114745684,3.98379241,4.97234438,6.082868609,7.305186027
6,Mid-High Plus,LADWP,Residential,Lighting - General,GWh,0,90.35454787,133.3548246,157.7207592,180.5173174,392.6529989,587.0316082,690.7928611,783.274048,864.5956418,888.871017,916.7638
6,Mid-High Plus,LADWP,Residential,Lighting - General,MM Therms,0,-0.001275563,-0.002544136,-0.003739146,-0.004867153,-3.051892595,-5.763385027,-6.859449792,-7.84412614,-8.784657208,-8.912445341,-8.980239105
6,Mid-High Plus,LADWP,Residential,Miscellaneous,GWh,0,12.12174188,25.44500516,40.08937296,53.85471327,70.38096145,88.42797001,101.5532921,102.9618619,96.09970781,83.87799148,78.43004202
6,Mid-High Plus,LADWP,Residential,Miscellaneous,MM Therms,0,0.034107218,0.069064994,0.104894541,0.14151638,0.178862324,0.216702651,0.25462941,0.291803741,0.326842642,0.357895323,0.38347707
6,Mid-High Plus,LADWP,Residential,Plug Load - Appliances,GWh,0,0,6.127364794,17.66657363,35.6617139,53.5524608,76.3333102,105.4064078,129.005961,151.6778435,174.5874408,196.2307276
6,Mid-High Plus,LADWP,Residential,Plug Load - Appliances,MM Therms,0,0.127788075,0.228523259,0.309254534,0.527101146,0.756465545,0.866020404,0.992569651,1.151986959,1.321493132,1.497256507,1.676617049
6,Mid-High Plus,LADWP,Residential,Plug Load - Consumer Electronics,GWh,0,0.419165719,0.754808184,1.061200895,1.359803341,1.657335655,1.94110607,1.797372351,1.791289922,1.85624723,1.900133268,1.919035073
6,Mid-High Plus,LADWP,Residential,Refrig/Freezer,GWh,0,69.96264869,123.7371991,173.6476292,195.9424591,201.4977896,201.1728324,215.2092119,231.0898567,248.346628,266.3351199,283.2696882
6,Mid-High Plus,LADWP,Residential,Water Heating,GWh,0,11.01831845,20.2943408,28.04841609,34.56868389,40.0260012,82.45906705,120.0542233,155.6805529,185.7146915,213.4415816,241.5833984
6,Mid-High Plus,LADWP,Residential,Water Heating,MM Therms,0,0.736503909,1.565031183,2.386199128,3.278565057,4.188980613,6.313835286,8.205446439,10.19610711,12.28002404,14.52951726,16.8423145
6,Mid-High Plus,LADWP,Residential,WholeBlg,GWh,0,50.75270408,100.6821879,157.0520162,247.5335715,340.7598486,436.7558881,569.5367346,705.7497218,845.1456572,1050.792848,1254.516711
6,Mid-High Plus,LADWP,Residential,WholeBlg,MM Therms,0,1.967186527,2.739631642,3.525399736,7.652668941,11.82244241,16.02195094,23.55492118,31.10782542,38.67462387,52.61508038,66.49008203
6,Mid-High Plus,LADWP,Streetlighting,Street Lighting,GWh,0,16.61662579,34.36608457,53.91068268,75.7672838,100.8647304,129.7382049,161.5590786,195.5743055,230.9869797,267.2655576,302.41246
6,Mid-High Plus,NCNC,AGWP,Lighting,GWh,0,0,0,0,0,0.146989031,0.468070343,0.917092052,1.456442618,2.058177724,2.721058385,3.444145571
6,Mid-High Plus,NCNC,AGWP,Lighting,MM Therms,0,-0.003451736,-0.006516664,-0.008170231,-0.00917086,-0.009715635,-0.009997845,-0.007333364,-0.004806112,-0.002823452,-0.001515111,-0.000760732
6,Mid-High Plus,NCNC,AGWP,MachDr,GWh,0,5.936626941,12.70317963,20.33215897,28.59908289,37.64078856,47.5407469,57.90025471,68.97157152,81.0932229,93.86639251,105.7857549
6,Mid-High Plus,NCNC,AGWP,MachDr,MM Therms,0,0.002907646,0.005922872,0.019025443,0.028350756,0.034564064,0.03890896,0.043081583,0.049458331,0.04483126,0.044413996,0.045295128
6,Mid-High Plus,NCNC,AGWP,ProcRefrig,GWh,0,0.339284224,0.680244108,1.023315494,1.368652759,1.716042718,2.065734832,2.418452034,2.774160803,3.175942274,3.666793456,4.214379
6,Mid-High Plus,NCNC,AGWP,ProcRefrig,MM Therms,0,0.002495115,0.00492969,0.007305261,0.009623442,0.01188604,0.014092817,0.016249534,0.018358794,0.020424212,0.022441325,0.024399982
6,Mid-High Plus,NCNC,AGWP,WholeBlg,GWh,0,7.05527455,14.1068995,21.14969653,28.18022811,35.17306044,42.1122383,48.96615086,55.68159573,62.14219119,68.15159953,73.41120806
6,Mid-High Plus,NCNC,AGWP,WholeBlg,MM Therms,0,0.077086512,0.151164404,0.222362414,0.290874195,0.355538134,0.417095066,0.476139111,0.532699638,0.586699055,0.63750166,0.684032112
6,Mid-High Plus,NCNC,Commercial,Behavior,GWh,0,8.02497701,8.02497701,8.02497701,8.02497701,8.02497701,8.02497701,8.02497701,8.02497701,8.02497701,8.02497701,8.02497701
6,Mid-High Plus,NCNC,Commercial,Cooking,GWh,0,0.188959346,0.384222645,0.586576273,0.796010619,1.008338482,1.171170923,1.022637731,1.353610894,1.698489808,2.403408084,3.109214953
6,Mid-High Plus,NCNC,Commercial,Cooking,MM Therms,0,0.039467595,0.082048739,0.122040846,0.161623538,0.200031249,0.238339667,0.276004736,0.313409913,0.350676999,0.387810711,0.424896047
6,Mid-High Plus,NCNC,Commercial,HVAC - Cooling,GWh,0,10.33298322,21.77232502,31.74507637,40.95311556,49.51473532,57.64082621,65.50082515,73.13487824,80.41030228,87.80256459,95.31572229
6,Mid-High Plus,NCNC,Commercial,HVAC - General,GWh,0,2.941758943,5.886251254,8.987750861,17.57621679,26.13907887,35.63906096,47.212292,69.1964249,92.31034306,118.3423519,156.0635713
6,Mid-High Plus,NCNC,Commercial,HVAC - General,MM Therms,0,0.162279582,0.339161708,0.503514318,0.729254091,0.947692499,1.179025915,1.402182156,1.569755495,1.733914757,1.88879611,2.046551114
6,Mid-High Plus,NCNC,Commercial,HVAC - Heating,GWh,0,-0.166569565,-0.497171816,0.006952014,-0.664125563,-1.518178793,-2.55068693,-3.766589007,-5.175633385,-6.781834732,-8.593424072,-10.58984104
6,Mid-High Plus,NCNC,Commercial,HVAC - Heating,MM Therms,0,0.024146753,0.072037834,0.158114059,0.258067932,0.384310548,0.536221284,0.714369339,0.919934232,1.153814884,1.416819529,1.705752174
6,Mid-High Plus,NCNC,Commercial,HVAC - Ventilation,GWh,0,0,0,0,0,11.60274921,23.07657899,34.46016517,45.67615608,56.63430811,67.32301853,77.62509956
6,Mid-High Plus,NCNC,Commercial,Lighting - General,GWh,0,19.95672312,38.0803657,57.08712802,77.25183761,104.8188833,128.6288252,150.2545413,176.5272388,199.8613715,220.3247704,243.3638413
6,Mid-High Plus,NCNC,Commercial,Lighting - General,MM Therms,0,0.024294898,0.048747962,0.073602749,0.122242786,0.079561975,0.046046417,0.078845439,0.114845156,0.151584228,0.257876458,0.364179702
6,Mid-High Plus,NCNC,Commercial,Lighting - Indoor Equipment,GWh,0,0.02726716,0.057199412,0.089700498,0.122038829,0.15428524,0.186399425,0.218342009,0.25000598,0.281116314,0.311005077,0.338503804
6,Mid-High Plus,NCNC,Commercial,Lighting - Indoor Equipment,MM Therms,0,7.44E-05,0.000156216,0.000245243,0.000334223,0.000422976,0.000511418,0.000599258,0.000686016,0.000770766,0.000851589,0.000925311
6,Mid-High Plus,NCNC,Commercial,Lighting - Outdoor,GWh,0,0.02726716,0.057199412,0.089700498,0.145807252,0.202475762,0.259396383,0.341151951,0.423017027,0.505076796,0.637233458,0.768194956
6,Mid-High Plus,NCNC,Commercial,Lighting - Outdoor,MM Therms,0,7.44E-05,0.000156216,0.000245243,0.000647463,0.001051022,0.001455443,0.002178032,0.002902298,0.003627103,0.004975174,0.006323371
6,Mid-High Plus,NCNC,Commercial,MachDr,GWh,0,10.75304161,21.75573689,32.98465825,45.26501225,57.71721253,70.72361088,83.91594757,97.3172797,107.7554037,116.1733689,127.0631318
6,Mid-High Plus,NCNC,Commercial,Miscellaneous,GWh,0,0.178311285,1.604347015,3.017922467,4.421396279,5.80575759,8.503986586,18.46633966,28.35854361,38.17478272,47.96651973,57.26197421
6,Mid-High Plus,NCNC,Commercial,Miscellaneous,MM Therms,0,0.001730167,0.014381171,0.027784424,0.041174954,0.054512295,0.06775635,0.08080565,0.093483969,0.106832597,0.118915604,0.129065112
6,Mid-High Plus,NCNC,Commercial,Office Equipment,GWh,0,0.24419783,4.22134191,12.20388721,19.94606408,36.43630079,53.19443884,67.43841557,112.9994225,154.0992173,190.6744337,222.6879576
6,Mid-High Plus,NCNC,Commercial,Office Equipment,MM Therms,0,0.016841199,0.017135503,0.028838752,0.046996251,0.077861448,0.104506843,0.134516499,0.17367064,0.209835832,0.251368969,0.280802105
6,Mid-High Plus,NCNC,Commercial,Refrigeration,GWh,0,6.069862339,12.41171752,18.94337535,25.54267331,32.11804717,38.69179909,45.29035555,52.0328001,58.43585801,65.12110413,71.8596617
6,Mid-High Plus,NCNC,Commercial,Refrigeration,MM Therms,0,2.81E-05,4.94E-05,6.31E-05,0.000989375,0.001922762,0.002867065,0.004781906,0.006710028,0.008649689,0.012492637,0.016369139
6,Mid-High Plus,NCNC,Commercial,Water Heating,GWh,0,-0.076536725,-0.317104652,0.276964525,-0.19931251,-0.856779853,-1.690285061,-2.598418545,-3.700092774,-5.001863972,-6.292125719,-7.780101231
6,Mid-High Plus,NCNC,Commercial,Water Heating,MM Therms,0,0.108100487,0.242876466,0.415608228,0.602578886,0.816855684,1.058228506,1.325422474,1.620941027,1.945664094,2.423492347,2.925404375
6,Mid-High Plus,NCNC,Commercial,WholeBlg,GWh,0,43.88784739,84.08531777,125.2298392,167.1847563,209.9065403,252.8747759,296.1784537,339.6625397,382.3079004,423.557368,465.7253325
6,Mid-High Plus,NCNC,Commercial,WholeBlg,MM Therms,0,0.520504866,1.139424956,1.651383888,2.123946028,2.616052764,3.154885071,3.69049468,4.225597046,4.794425621,5.339160896,5.906196558
6,Mid-High Plus,NCNC,Industrial,HVAC,GWh,0,1.470769257,3.29399247,5.512811166,7.985879938,10.77858942,13.93922658,17.51810239,21.47332137,25.24615402,27.35686446,30.40597876
6,Mid-High Plus,NCNC,Industrial,HVAC,MM Therms,0,0.109425772,0.216556796,0.321537952,0.421166028,0.481277387,0.540258714,0.599790081,0.666748534,0.736067607,0.8076472,0.882408695
6,Mid-High Plus,NCNC,Industrial,Lighting,GWh,0,5.509909201,12.23899972,20.24185344,29.27119637,38.71396445,47.78575414,56.32484646,64.33511461,71.57233245,77.72606836,85.02766939
6,Mid-High Plus,NCNC,Industrial,Lighting,MM Therms,0,0.001827289,0.003655776,0.005478657,0.007301804,0.009118198,0.010928929,0.012727888,0.014504312,0.016241359,0.017894716,0.019388597
6,Mid-High Plus,NCNC,Industrial,MachDr,GWh,0,4.963442448,10.88303417,17.7497809,25.14031132,33.10207728,41.99149726,51.33428031,61.14640804,70.69503707,78.10641363,86.76594027
6,Mid-High Plus,NCNC,Industrial,MachDr,MM Therms,0,0.044887365,0.08980414,0.134628102,0.179458627,0.224168052,0.268828181,0.313468312,0.358048621,0.4026039,0.446987968,0.490819797
6,Mid-High Plus,NCNC,Industrial,Miscellaneous,GWh,0,1.19299218,1.189757385,1.18762008,1.18556967,1.183389045,1.1823144,1.181240731,1.180168037,1.179096317,1.17802557,1.17695385
6,Mid-High Plus,NCNC,Industrial,ProcHeat,GWh,0,0.616870264,1.32889245,2.145905372,3.013847201,3.963633616,5.012407678,6.150581354,7.383752155,8.575979514,9.312931011,10.29616343
6,Mid-High Plus,NCNC,Industrial,ProcHeat,MM Therms,0,1.808581742,3.647930828,5.497361111,7.269292853,8.915320749,10.01587421,10.5842609,11.12378495,11.62655346,12.05236436,12.55270562
6,Mid-High Plus,NCNC,Industrial,WholeBlg,GWh,0,9.437411595,18.75369664,28.01950904,37.21189408,46.23070968,55.01471161,63.59466211,71.91995055,79.89164734,87.29445528,93.79462725
6,Mid-High Plus,NCNC,Industrial,WholeBlg,MM Therms,0,1.576716348,3.131995946,4.665842705,6.185991289,7.549947269,8.833075451,10.09624816,11.34523182,12.62143757,13.9786424,15.50934706
6,Mid-High Plus,NCNC,Mining,OilGasExtract,GWh,0,0,0,0.013536541,0.026252793,0.038374779,0.049932762,0.061190645,0.072288902,0.083461473,0.094714687,0.105979515
6,Mid-High Plus,NCNC,Mining,OilGasExtract,MM Therms,0,0.000431879,0.000851232,0.001254425,0.001640831,0.002010201,0.002363346,0.00270061,0.003022966,0.003331073,0.003625316,0.003906324
6,Mid-High Plus,NCNC,Residential,Behavior,GWh,0,41.32470299,42.52157724,43.69677615,44.82802865,45.82286746,46.76950849,47.69800645,48.64686854,49.62530583,50.64456638,51.68340634
6,Mid-High Plus,NCNC,Residential,HVAC - Cooling,GWh,0,3.881611358,8.306543484,13.40294781,19.10677941,25.05259098,30.91304755,36.68266683,42.31607835,47.84784571,53.30644862,58.85245583
6,Mid-High Plus,NCNC,Residential,HVAC - General,GWh,0,1.662688462,4.619293493,6.806070598,10.19882206,13.53273277,16.99120559,20.55822374,24.09618257,27.6456386,33.69593675,39.67399757
6,Mid-High Plus,NCNC,Residential,HVAC - General,MM Therms,0,0.189451338,0.739138579,1.141556217,1.576742475,2.034789662,2.507698778,3.517085935,4.685863862,5.857358177,7.025853917,8.19362566
6,Mid-High Plus,NCNC,Residential,HVAC - Heating,GWh,0,-0.544508043,-1.663114774,-3.331274734,-5.491792925,-8.077583875,-11.0563339,-14.56793771,-18.62424807,-23.2359787,-28.41407028,-34.11000102
6,Mid-High Plus,NCNC,Residential,HVAC - Heating,MM Therms,0,0.087514262,0.267243616,0.535018296,0.881656839,1.295833752,1.772517235,2.333653455,2.980922919,3.716068394,4.540643814,5.446655808
6,Mid-High Plus,NCNC,Residential,Lighting - General,GWh,0,31.48863959,70.25204928,119.0997549,170.6054422,350.3488708,499.5620952,557.6624281,611.9241885,665.6791049,686.8392163,702.9521919
6,Mid-High Plus,NCNC,Residential,Lighting - General,MM Therms,0,-0.001523562,-0.003275286,-0.006266901,-0.009758563,-1.556237454,-2.93293739,-3.491505355,-3.993648588,-4.473485044,-4.541766941,-4.579718864
6,Mid-High Plus,NCNC,Residential,Miscellaneous,GWh,0,6.319627777,13.40050129,20.9437948,28.97209428,34.01492121,34.31148331,28.91637434,18.89051641,9.432144515,1.65030424,-7.279670374
6,Mid-High Plus,NCNC,Residential,Miscellaneous,MM Therms,0,0.025657906,0.051964276,0.078893183,0.106402517,0.134378936,0.162683628,0.190983885,0.218647759,0.244652251,0.267604237,0.286381573
6,Mid-High Plus,NCNC,Residential,Plug Load - Appliances,GWh,0,0.093144659,4.667527435,13.23733296,26.75516651,40.19301354,57.67388588,79.19617015,97.41633712,115.547136,134.2850073,152.5085444
