,diesel_genset_replacement_storage_4hr_CHARGE,diesel_genset_replacement_storage_4hr_DISCHARGE,diesel_genset_replacement_storage_4hr_STATE_OF_CHARGE
662,-0.0,0.0,0.0
663,-0.0,0.0,0.0
664,-0.0,0.0,0.0
665,-0.0,0.0,0.0
666,-0.0,0.0,0.0
667,-0.0,0.0,0.0
668,-0.0,0.0,0.0
669,-0.0,0.0,0.0
670,-0.0,0.0,0.0
671,-0.0,0.0,0.0
672,-0.0,0.0,0.0
673,-0.0,0.0,0.0
674,-0.0,0.0,0.0
675,-0.0,0.0,0.0
676,-0.0,0.0,0.0
677,-0.0,0.0,0.0
678,-0.0,0.0,0.0
679,-0.0,0.0,0.0
680,-0.0,0.0,0.0
681,-0.0,0.0,0.0
682,-0.0,0.0,0.0
683,-0.0,0.0,0.0
684,-0.0,0.0,0.0
685,-0.0,0.0,0.0
686,-0.0,0.0,0.0
687,-0.0,0.0,0.0
688,-0.0,0.0,0.0
689,-0.0,0.0,0.0
690,-0.0,0.0,0.0
691,-0.0,0.0,0.0
692,-0.0,0.0,0.0
693,-0.0,0.0,0.0
694,-0.0,0.0,0.0
695,-0.0,0.0,0.0
696,-0.0,0.0,0.0
697,-0.0,0.0,0.0
698,-0.0,0.0,0.0
699,-0.0,0.0,0.0
700,-0.0,0.0,0.0
701,-0.0,0.0,0.0
702,-171.73978208594397,0.0,171.739782085944
703,-0.0,0.0,171.739782085944
704,-0.0,0.0,171.739782085944
705,-0.0,0.0,171.739782085944
706,-0.0,0.0,171.739782085944
707,-0.0,0.0,171.739782085944
708,-0.0,0.0,171.739782085944
709,-0.0,0.0,171.739782085944
710,-0.0,0.0,171.739782085944
711,-0.0,0.0,171.739782085944
712,-0.0,0.0,171.739782085944
713,-0.0,0.0,171.739782085944
714,-0.0,0.0,171.739782085944
715,-0.0,0.0,171.739782085944
716,-0.0,0.0,171.739782085944
717,-0.0,0.0,171.739782085944
718,-0.0,0.0,171.739782085944
719,-0.0,0.0,171.739782085944
720,-0.0,0.0,171.739782085944
721,-0.0,0.0,171.739782085944
722,-0.0,0.0,171.739782085944
723,-0.0,0.0,171.739782085944
724,-0.0,0.0,171.739782085944
725,-0.0,0.0,171.739782085944
726,-171.73978208594397,0.0,343.479564171888
727,-0.0,0.0,343.479564171888
728,-0.0,0.0,343.479564171888
729,-0.0,0.0,343.479564171888
730,-0.0,0.0,343.479564171888
731,-0.0,0.0,343.479564171888
732,-0.0,0.0,343.479564171888
733,-0.0,0.0,343.479564171888
734,-0.0,0.0,343.479564171888
735,-0.0,0.0,343.479564171888
736,-0.0,0.0,343.479564171888
737,-0.0,0.0,343.479564171888
738,-0.0,0.0,343.479564171888
739,-0.0,0.0,343.479564171888
740,-0.0,0.0,343.479564171888
741,-0.0,0.0,343.479564171888
742,-0.0,0.0,343.479564171888
743,-0.0,0.0,343.479564171888
744,-0.0,0.0,343.479564171888
