,OPR_DT,OPR_HR,NODE,MW
55,2019-01-03,8,HARBGN_7_UNITS-APND,54.8677
56,2019-01-03,9,HARBGN_7_UNITS-APND,43.9282
57,2019-01-03,10,HARBGN_7_UNITS-APND,37.15415
58,2019-01-03,11,HARBGN_7_UNITS-APND,34.47599
59,2019-01-03,12,HARBGN_7_UNITS-APND,32.35564
60,2019-01-03,13,HARBGN_7_UNITS-APND,29.535999999999998
61,2019-01-03,14,HARBGN_7_UNITS-APND,31.02683
62,2019-01-03,15,HARBGN_7_UNITS-APND,33.85324
63,2019-01-03,16,HARBGN_7_UNITS-APND,42.47076
64,2019-01-03,17,HARBGN_7_UNITS-APND,53.47296
65,2019-01-03,18,HARBGN_7_UNITS-APND,76.55739
66,2019-01-03,19,HARBGN_7_UNITS-APND,80.67593000000001
67,2019-01-03,20,HARBGN_7_UNITS-APND,68.00059
68,2019-01-03,21,HARBGN_7_UNITS-APND,62.690419999999996
69,2019-01-03,22,HARBGN_7_UNITS-APND,55.275059999999996
70,2019-01-03,23,HARBGN_7_UNITS-APND,49.02154
71,2019-01-03,24,HARBGN_7_UNITS-APND,44.18537
72,2019-01-04,1,HARBGN_7_UNITS-APND,43.00963
73,2019-01-04,2,HARBGN_7_UNITS-APND,41.474909999999994
74,2019-01-04,3,HARBGN_7_UNITS-APND,41.75542
75,2019-01-04,4,HARBGN_7_UNITS-APND,42.30075
76,2019-01-04,5,HARBGN_7_UNITS-APND,43.167390000000005
77,2019-01-04,6,HARBGN_7_UNITS-APND,47.48963
78,2019-01-04,7,HARBGN_7_UNITS-APND,61.23965
79,2019-01-04,8,HARBGN_7_UNITS-APND,53.19992
80,2019-01-04,9,HARBGN_7_UNITS-APND,43.48859
81,2019-01-04,10,HARBGN_7_UNITS-APND,36.051109999999994
82,2019-01-04,11,HARBGN_7_UNITS-APND,34.11252
83,2019-01-04,12,HARBGN_7_UNITS-APND,33.753190000000004
84,2019-01-04,13,HARBGN_7_UNITS-APND,31.45014
85,2019-01-04,14,HARBGN_7_UNITS-APND,31.63492
86,2019-01-04,15,HARBGN_7_UNITS-APND,33.13434
87,2019-01-04,16,HARBGN_7_UNITS-APND,39.46743
88,2019-01-04,17,HARBGN_7_UNITS-APND,53.548759999999994
89,2019-01-04,18,HARBGN_7_UNITS-APND,75.62786
90,2019-01-04,19,HARBGN_7_UNITS-APND,74.71291
91,2019-01-04,20,HARBGN_7_UNITS-APND,62.34146
92,2019-01-04,21,HARBGN_7_UNITS-APND,57.681740000000005
93,2019-01-04,22,HARBGN_7_UNITS-APND,52.580380000000005
94,2019-01-04,23,HARBGN_7_UNITS-APND,47.80045
95,2019-01-04,24,HARBGN_7_UNITS-APND,43.0721
96,2019-01-05,1,HARBGN_7_UNITS-APND,40.77912
97,2019-01-05,2,HARBGN_7_UNITS-APND,40.23425
98,2019-01-05,3,HARBGN_7_UNITS-APND,39.09588
99,2019-01-05,4,HARBGN_7_UNITS-APND,38.88344
100,2019-01-05,5,HARBGN_7_UNITS-APND,38.94356
101,2019-01-05,6,HARBGN_7_UNITS-APND,40.86073
102,2019-01-05,7,HARBGN_7_UNITS-APND,42.52389
103,2019-01-05,8,HARBGN_7_UNITS-APND,42.57663
104,2019-01-05,9,HARBGN_7_UNITS-APND,42.637809999999995
105,2019-01-05,10,HARBGN_7_UNITS-APND,42.470290000000006
106,2019-01-05,11,HARBGN_7_UNITS-APND,40.81458
107,2019-01-05,12,HARBGN_7_UNITS-APND,38.85073
108,2019-01-05,13,HARBGN_7_UNITS-APND,37.70491
109,2019-01-05,14,HARBGN_7_UNITS-APND,39.12829
110,2019-01-05,15,HARBGN_7_UNITS-APND,40.36975
111,2019-01-05,16,HARBGN_7_UNITS-APND,40.6409
112,2019-01-05,17,HARBGN_7_UNITS-APND,44.379690000000004
113,2019-01-05,18,HARBGN_7_UNITS-APND,56.83521
114,2019-01-05,19,HARBGN_7_UNITS-APND,58.65401
115,2019-01-05,20,HARBGN_7_UNITS-APND,53.22985
116,2019-01-05,21,HARBGN_7_UNITS-APND,49.52361
117,2019-01-05,22,HARBGN_7_UNITS-APND,43.966879999999996
118,2019-01-05,23,HARBGN_7_UNITS-APND,42.08937
119,2019-01-05,24,HARBGN_7_UNITS-APND,39.32631
120,2019-01-06,1,HARBGN_7_UNITS-APND,36.451190000000004
121,2019-01-06,2,HARBGN_7_UNITS-APND,36.08773
122,2019-01-06,3,HARBGN_7_UNITS-APND,34.06817
123,2019-01-06,4,HARBGN_7_UNITS-APND,34.3512
124,2019-01-06,5,HARBGN_7_UNITS-APND,35.91182
125,2019-01-06,6,HARBGN_7_UNITS-APND,36.5082
126,2019-01-06,7,HARBGN_7_UNITS-APND,38.5669
127,2019-01-06,8,HARBGN_7_UNITS-APND,36.611290000000004
128,2019-01-06,9,HARBGN_7_UNITS-APND,35.18202
129,2019-01-06,10,HARBGN_7_UNITS-APND,33.03256
130,2019-01-06,11,HARBGN_7_UNITS-APND,29.44796
131,2019-01-06,12,HARBGN_7_UNITS-APND,24.851860000000002
132,2019-01-06,13,HARBGN_7_UNITS-APND,23.23467
133,2019-01-06,14,HARBGN_7_UNITS-APND,25.92888
134,2019-01-06,15,HARBGN_7_UNITS-APND,29.526359999999997
135,2019-01-06,16,HARBGN_7_UNITS-APND,34.926590000000004
136,2019-01-06,17,HARBGN_7_UNITS-APND,40.33078
137,2019-01-06,18,HARBGN_7_UNITS-APND,50.52282
138,2019-01-06,19,HARBGN_7_UNITS-APND,53.2233
139,2019-01-06,20,HARBGN_7_UNITS-APND,47.53289
140,2019-01-06,21,HARBGN_7_UNITS-APND,44.80385
141,2019-01-06,22,HARBGN_7_UNITS-APND,40.77544
142,2019-01-06,23,HARBGN_7_UNITS-APND,36.28293
143,2019-01-06,24,HARBGN_7_UNITS-APND,35.05748
144,2019-01-07,1,HARBGN_7_UNITS-APND,36.10223
145,2019-01-07,2,HARBGN_7_UNITS-APND,34.40498
146,2019-01-07,3,HARBGN_7_UNITS-APND,33.24492
147,2019-01-07,4,HARBGN_7_UNITS-APND,34.37157
148,2019-01-07,5,HARBGN_7_UNITS-APND,36.16683
149,2019-01-07,6,HARBGN_7_UNITS-APND,40.74687
150,2019-01-07,7,HARBGN_7_UNITS-APND,51.50427
151,2019-01-07,8,HARBGN_7_UNITS-APND,59.78259
152,2019-01-07,9,HARBGN_7_UNITS-APND,47.2036
153,2019-01-07,10,HARBGN_7_UNITS-APND,46.1151
154,2019-01-07,11,HARBGN_7_UNITS-APND,41.956990000000005
155,2019-01-07,12,HARBGN_7_UNITS-APND,39.946709999999996
156,2019-01-07,13,HARBGN_7_UNITS-APND,36.26923
157,2019-01-07,14,HARBGN_7_UNITS-APND,35.70965
158,2019-01-07,15,HARBGN_7_UNITS-APND,35.42926
159,2019-01-07,16,HARBGN_7_UNITS-APND,41.27315
160,2019-01-07,17,HARBGN_7_UNITS-APND,57.64416
161,2019-01-07,18,HARBGN_7_UNITS-APND,90.74896
162,2019-01-07,19,HARBGN_7_UNITS-APND,74.90104000000001
163,2019-01-07,20,HARBGN_7_UNITS-APND,68.80788000000001
164,2019-01-07,21,HARBGN_7_UNITS-APND,59.9273
165,2019-01-07,22,HARBGN_7_UNITS-APND,48.06665
166,2019-01-07,23,HARBGN_7_UNITS-APND,45.159490000000005
167,2019-01-07,24,HARBGN_7_UNITS-APND,40.52195
168,2019-01-08,1,HARBGN_7_UNITS-APND,36.62668
169,2019-01-08,2,HARBGN_7_UNITS-APND,35.76356
170,2019-01-08,3,HARBGN_7_UNITS-APND,34.39066
171,2019-01-08,4,HARBGN_7_UNITS-APND,34.74138
172,2019-01-08,5,HARBGN_7_UNITS-APND,36.56107
173,2019-01-08,6,HARBGN_7_UNITS-APND,41.92922
174,2019-01-08,7,HARBGN_7_UNITS-APND,53.45861
175,2019-01-08,8,HARBGN_7_UNITS-APND,79.75434
176,2019-01-08,9,HARBGN_7_UNITS-APND,53.6137
177,2019-01-08,10,HARBGN_7_UNITS-APND,47.054140000000004
178,2019-01-08,11,HARBGN_7_UNITS-APND,42.16605
179,2019-01-08,12,HARBGN_7_UNITS-APND,40.2358
180,2019-01-08,13,HARBGN_7_UNITS-APND,44.160759999999996
181,2019-01-08,14,HARBGN_7_UNITS-APND,37.01944
182,2019-01-08,15,HARBGN_7_UNITS-APND,39.82654
183,2019-01-08,16,HARBGN_7_UNITS-APND,42.98142
184,2019-01-08,17,HARBGN_7_UNITS-APND,64.10763
185,2019-01-08,18,HARBGN_7_UNITS-APND,82.48894
186,2019-01-08,19,HARBGN_7_UNITS-APND,67.92184
187,2019-01-08,20,HARBGN_7_UNITS-APND,65.36707
188,2019-01-08,21,HARBGN_7_UNITS-APND,55.29083000000001
189,2019-01-08,22,HARBGN_7_UNITS-APND,49.795559999999995
190,2019-01-08,23,HARBGN_7_UNITS-APND,42.458220000000004
191,2019-01-08,24,HARBGN_7_UNITS-APND,38.9107
192,2019-01-09,1,HARBGN_7_UNITS-APND,37.84462
193,2019-01-09,2,HARBGN_7_UNITS-APND,37.21709
194,2019-01-09,3,HARBGN_7_UNITS-APND,35.61112
195,2019-01-09,4,HARBGN_7_UNITS-APND,36.20908
196,2019-01-09,5,HARBGN_7_UNITS-APND,37.7607
197,2019-01-09,6,HARBGN_7_UNITS-APND,42.44885
198,2019-01-09,7,HARBGN_7_UNITS-APND,51.68293
199,2019-01-09,8,HARBGN_7_UNITS-APND,53.42728
200,2019-01-09,9,HARBGN_7_UNITS-APND,38.65614
201,2019-01-09,10,HARBGN_7_UNITS-APND,35.26757
202,2019-01-09,11,HARBGN_7_UNITS-APND,31.29669
203,2019-01-09,12,HARBGN_7_UNITS-APND,30.94704
204,2019-01-09,13,HARBGN_7_UNITS-APND,28.5173
205,2019-01-09,14,HARBGN_7_UNITS-APND,28.828529999999997
206,2019-01-09,15,HARBGN_7_UNITS-APND,29.231440000000003
207,2019-01-09,16,HARBGN_7_UNITS-APND,38.60205
208,2019-01-09,17,HARBGN_7_UNITS-APND,54.14561
209,2019-01-09,18,HARBGN_7_UNITS-APND,73.60292
210,2019-01-09,19,HARBGN_7_UNITS-APND,69.20697
211,2019-01-09,20,HARBGN_7_UNITS-APND,61.640919999999994
212,2019-01-09,21,HARBGN_7_UNITS-APND,53.99135
213,2019-01-09,22,HARBGN_7_UNITS-APND,48.68367
214,2019-01-09,23,HARBGN_7_UNITS-APND,40.782090000000004
215,2019-01-09,24,HARBGN_7_UNITS-APND,38.072559999999996
216,2019-01-10,1,HARBGN_7_UNITS-APND,33.91783
217,2019-01-10,2,HARBGN_7_UNITS-APND,33.281890000000004
218,2019-01-10,3,HARBGN_7_UNITS-APND,31.683159999999997
219,2019-01-10,4,HARBGN_7_UNITS-APND,31.93083
220,2019-01-10,5,HARBGN_7_UNITS-APND,33.53457
221,2019-01-10,6,HARBGN_7_UNITS-APND,39.07808
222,2019-01-10,7,HARBGN_7_UNITS-APND,52.06978
223,2019-01-10,8,HARBGN_7_UNITS-APND,50.04047
224,2019-01-10,9,HARBGN_7_UNITS-APND,36.01133
225,2019-01-10,10,HARBGN_7_UNITS-APND,30.90663
226,2019-01-10,11,HARBGN_7_UNITS-APND,25.926379999999998
227,2019-01-10,12,HARBGN_7_UNITS-APND,22.808220000000002
228,2019-01-10,13,HARBGN_7_UNITS-APND,19.95022
229,2019-01-10,14,HARBGN_7_UNITS-APND,18.80291
230,2019-01-10,15,HARBGN_7_UNITS-APND,21.34406
231,2019-01-10,16,HARBGN_7_UNITS-APND,33.36887
232,2019-01-10,17,HARBGN_7_UNITS-APND,48.82099
233,2019-01-10,18,HARBGN_7_UNITS-APND,68.99233000000001
234,2019-01-10,19,HARBGN_7_UNITS-APND,68.47921
235,2019-01-10,20,HARBGN_7_UNITS-APND,59.594530000000006
236,2019-01-10,21,HARBGN_7_UNITS-APND,51.87921
237,2019-01-10,22,HARBGN_7_UNITS-APND,42.79627
238,2019-01-10,23,HARBGN_7_UNITS-APND,39.46209
239,2019-01-10,24,HARBGN_7_UNITS-APND,35.832
240,2019-01-11,1,HARBGN_7_UNITS-APND,34.71685
241,2019-01-11,2,HARBGN_7_UNITS-APND,32.96696
242,2019-01-11,3,HARBGN_7_UNITS-APND,32.02428
243,2019-01-11,4,HARBGN_7_UNITS-APND,31.32757
244,2019-01-11,5,HARBGN_7_UNITS-APND,34.640859999999996
245,2019-01-11,6,HARBGN_7_UNITS-APND,40.72518
246,2019-01-11,7,HARBGN_7_UNITS-APND,52.767109999999995
247,2019-01-11,8,HARBGN_7_UNITS-APND,49.39907
248,2019-01-11,9,HARBGN_7_UNITS-APND,37.35389
249,2019-01-11,10,HARBGN_7_UNITS-APND,33.66082
250,2019-01-11,11,HARBGN_7_UNITS-APND,28.32455
251,2019-01-11,12,HARBGN_7_UNITS-APND,27.79715
252,2019-01-11,13,HARBGN_7_UNITS-APND,25.69294
253,2019-01-11,14,HARBGN_7_UNITS-APND,26.8247
254,2019-01-11,15,HARBGN_7_UNITS-APND,29.990909999999996
255,2019-01-11,16,HARBGN_7_UNITS-APND,36.90269
256,2019-01-11,17,HARBGN_7_UNITS-APND,45.11578
257,2019-01-11,18,HARBGN_7_UNITS-APND,64.03022
258,2019-01-11,19,HARBGN_7_UNITS-APND,57.220780000000005
259,2019-01-11,20,HARBGN_7_UNITS-APND,51.44481
260,2019-01-11,21,HARBGN_7_UNITS-APND,43.45993
261,2019-01-11,22,HARBGN_7_UNITS-APND,40.757
262,2019-01-11,23,HARBGN_7_UNITS-APND,37.09395
263,2019-01-11,24,HARBGN_7_UNITS-APND,34.90019
264,2019-01-12,1,HARBGN_7_UNITS-APND,35.75219
265,2019-01-12,2,HARBGN_7_UNITS-APND,32.66592
266,2019-01-12,3,HARBGN_7_UNITS-APND,31.28518
267,2019-01-12,4,HARBGN_7_UNITS-APND,33.16298
268,2019-01-12,5,HARBGN_7_UNITS-APND,35.356
269,2019-01-12,6,HARBGN_7_UNITS-APND,36.31491
270,2019-01-12,7,HARBGN_7_UNITS-APND,39.21737
271,2019-01-12,8,HARBGN_7_UNITS-APND,37.815059999999995
272,2019-01-12,9,HARBGN_7_UNITS-APND,38.82498
273,2019-01-12,10,HARBGN_7_UNITS-APND,37.31765
274,2019-01-12,11,HARBGN_7_UNITS-APND,36.72017
275,2019-01-12,12,HARBGN_7_UNITS-APND,34.14119
276,2019-01-12,13,HARBGN_7_UNITS-APND,33.617329999999995
277,2019-01-12,14,HARBGN_7_UNITS-APND,34.20333
278,2019-01-12,15,HARBGN_7_UNITS-APND,33.52888
279,2019-01-12,16,HARBGN_7_UNITS-APND,36.15051
280,2019-01-12,17,HARBGN_7_UNITS-APND,40.71969
281,2019-01-12,18,HARBGN_7_UNITS-APND,51.77329
282,2019-01-12,19,HARBGN_7_UNITS-APND,50.83593
283,2019-01-12,20,HARBGN_7_UNITS-APND,47.73317
284,2019-01-12,21,HARBGN_7_UNITS-APND,42.8605
285,2019-01-12,22,HARBGN_7_UNITS-APND,41.57656
286,2019-01-12,23,HARBGN_7_UNITS-APND,38.348859999999995
287,2019-01-12,24,HARBGN_7_UNITS-APND,37.18493
288,2019-01-13,1,HARBGN_7_UNITS-APND,37.098929999999996
289,2019-01-13,2,HARBGN_7_UNITS-APND,35.58419
290,2019-01-13,3,HARBGN_7_UNITS-APND,35.00468
291,2019-01-13,4,HARBGN_7_UNITS-APND,35.34623
292,2019-01-13,5,HARBGN_7_UNITS-APND,35.244409999999995
293,2019-01-13,6,HARBGN_7_UNITS-APND,38.25678
294,2019-01-13,7,HARBGN_7_UNITS-APND,38.5627
295,2019-01-13,8,HARBGN_7_UNITS-APND,37.0002
296,2019-01-13,9,HARBGN_7_UNITS-APND,32.03995
297,2019-01-13,10,HARBGN_7_UNITS-APND,29.85094
298,2019-01-13,11,HARBGN_7_UNITS-APND,28.3867
299,2019-01-13,12,HARBGN_7_UNITS-APND,25.9482
300,2019-01-13,13,HARBGN_7_UNITS-APND,25.17011
301,2019-01-13,14,HARBGN_7_UNITS-APND,28.364009999999997
302,2019-01-13,15,HARBGN_7_UNITS-APND,29.620209999999997
303,2019-01-13,16,HARBGN_7_UNITS-APND,37.05959
304,2019-01-13,17,HARBGN_7_UNITS-APND,41.42759
305,2019-01-13,18,HARBGN_7_UNITS-APND,53.090680000000006
306,2019-01-13,19,HARBGN_7_UNITS-APND,55.033559999999994
307,2019-01-13,20,HARBGN_7_UNITS-APND,49.99522
308,2019-01-13,21,HARBGN_7_UNITS-APND,43.89372
309,2019-01-13,22,HARBGN_7_UNITS-APND,40.02345
310,2019-01-13,23,HARBGN_7_UNITS-APND,38.56505
311,2019-01-13,24,HARBGN_7_UNITS-APND,36.43117
312,2019-01-14,1,HARBGN_7_UNITS-APND,34.87818
313,2019-01-14,2,HARBGN_7_UNITS-APND,33.20221
314,2019-01-14,3,HARBGN_7_UNITS-APND,31.994979999999998
315,2019-01-14,4,HARBGN_7_UNITS-APND,31.904629999999997
316,2019-01-14,5,HARBGN_7_UNITS-APND,34.76862
317,2019-01-14,6,HARBGN_7_UNITS-APND,38.60221
318,2019-01-14,7,HARBGN_7_UNITS-APND,47.5781
319,2019-01-14,8,HARBGN_7_UNITS-APND,44.30559
320,2019-01-14,9,HARBGN_7_UNITS-APND,39.63797
321,2019-01-14,10,HARBGN_7_UNITS-APND,39.1099
322,2019-01-14,11,HARBGN_7_UNITS-APND,37.5354
323,2019-01-14,12,HARBGN_7_UNITS-APND,34.0949
324,2019-01-14,13,HARBGN_7_UNITS-APND,33.44072
325,2019-01-14,14,HARBGN_7_UNITS-APND,36.52936
326,2019-01-14,15,HARBGN_7_UNITS-APND,37.111979999999996
327,2019-01-14,16,HARBGN_7_UNITS-APND,40.16022
328,2019-01-14,17,HARBGN_7_UNITS-APND,50.45109
329,2019-01-14,18,HARBGN_7_UNITS-APND,67.71446999999999
330,2019-01-14,19,HARBGN_7_UNITS-APND,62.57034
331,2019-01-14,20,HARBGN_7_UNITS-APND,59.560390000000005
332,2019-01-14,21,HARBGN_7_UNITS-APND,50.931509999999996
333,2019-01-14,22,HARBGN_7_UNITS-APND,41.5548
334,2019-01-14,23,HARBGN_7_UNITS-APND,38.88193
335,2019-01-14,24,HARBGN_7_UNITS-APND,36.798159999999996
336,2019-01-15,1,HARBGN_7_UNITS-APND,39.43554
337,2019-01-15,2,HARBGN_7_UNITS-APND,38.546479999999995
338,2019-01-15,3,HARBGN_7_UNITS-APND,37.13343
339,2019-01-15,4,HARBGN_7_UNITS-APND,37.69638
340,2019-01-15,5,HARBGN_7_UNITS-APND,38.64475
341,2019-01-15,6,HARBGN_7_UNITS-APND,41.02348
342,2019-01-15,7,HARBGN_7_UNITS-APND,52.92001
343,2019-01-15,8,HARBGN_7_UNITS-APND,61.097590000000004
344,2019-01-15,9,HARBGN_7_UNITS-APND,45.15437
345,2019-01-15,10,HARBGN_7_UNITS-APND,47.90736
346,2019-01-15,11,HARBGN_7_UNITS-APND,44.53901
347,2019-01-15,12,HARBGN_7_UNITS-APND,43.549459999999996
348,2019-01-15,13,HARBGN_7_UNITS-APND,40.2157
349,2019-01-15,14,HARBGN_7_UNITS-APND,40.17525
350,2019-01-15,15,HARBGN_7_UNITS-APND,41.384640000000005
351,2019-01-15,16,HARBGN_7_UNITS-APND,42.99154
352,2019-01-15,17,HARBGN_7_UNITS-APND,53.18356
353,2019-01-15,18,HARBGN_7_UNITS-APND,69.76419
354,2019-01-15,19,HARBGN_7_UNITS-APND,73.27368
355,2019-01-15,20,HARBGN_7_UNITS-APND,66.59964000000001
356,2019-01-15,21,HARBGN_7_UNITS-APND,54.3351
357,2019-01-15,22,HARBGN_7_UNITS-APND,46.93557
358,2019-01-15,23,HARBGN_7_UNITS-APND,43.065490000000004
359,2019-01-15,24,HARBGN_7_UNITS-APND,40.41213
360,2019-01-16,1,HARBGN_7_UNITS-APND,44.36834
361,2019-01-16,2,HARBGN_7_UNITS-APND,43.22483
362,2019-01-16,3,HARBGN_7_UNITS-APND,42.195809999999994
363,2019-01-16,4,HARBGN_7_UNITS-APND,42.87128
364,2019-01-16,5,HARBGN_7_UNITS-APND,43.54177
365,2019-01-16,6,HARBGN_7_UNITS-APND,47.24241
366,2019-01-16,7,HARBGN_7_UNITS-APND,58.913109999999996
367,2019-01-16,8,HARBGN_7_UNITS-APND,68.80818000000001
368,2019-01-16,9,HARBGN_7_UNITS-APND,48.70939
369,2019-01-16,10,HARBGN_7_UNITS-APND,44.6277
370,2019-01-16,11,HARBGN_7_UNITS-APND,40.92398
371,2019-01-16,12,HARBGN_7_UNITS-APND,38.84537
372,2019-01-16,13,HARBGN_7_UNITS-APND,37.428779999999996
373,2019-01-16,14,HARBGN_7_UNITS-APND,38.0757
374,2019-01-16,15,HARBGN_7_UNITS-APND,39.65831
375,2019-01-16,16,HARBGN_7_UNITS-APND,46.06493
376,2019-01-16,17,HARBGN_7_UNITS-APND,66.42938000000001
377,2019-01-16,18,HARBGN_7_UNITS-APND,75.76945
378,2019-01-16,19,HARBGN_7_UNITS-APND,75.2458
379,2019-01-16,20,HARBGN_7_UNITS-APND,67.88918000000001
380,2019-01-16,21,HARBGN_7_UNITS-APND,57.563419999999994
381,2019-01-16,22,HARBGN_7_UNITS-APND,50.25589
382,2019-01-16,23,HARBGN_7_UNITS-APND,46.75887
383,2019-01-16,24,HARBGN_7_UNITS-APND,43.276
384,2019-01-17,1,HARBGN_7_UNITS-APND,41.57195
385,2019-01-17,2,HARBGN_7_UNITS-APND,40.55174
386,2019-01-17,3,HARBGN_7_UNITS-APND,39.74257
387,2019-01-17,4,HARBGN_7_UNITS-APND,40.39495
388,2019-01-17,5,HARBGN_7_UNITS-APND,41.47276
389,2019-01-17,6,HARBGN_7_UNITS-APND,45.44764
390,2019-01-17,7,HARBGN_7_UNITS-APND,61.896519999999995
391,2019-01-17,8,HARBGN_7_UNITS-APND,63.11988
392,2019-01-17,9,HARBGN_7_UNITS-APND,57.14139
393,2019-01-17,10,HARBGN_7_UNITS-APND,56.18441
394,2019-01-17,11,HARBGN_7_UNITS-APND,51.74875
395,2019-01-17,12,HARBGN_7_UNITS-APND,46.566179999999996
396,2019-01-17,13,HARBGN_7_UNITS-APND,42.75346
397,2019-01-17,14,HARBGN_7_UNITS-APND,43.71994
398,2019-01-17,15,HARBGN_7_UNITS-APND,44.711079999999995
399,2019-01-17,16,HARBGN_7_UNITS-APND,52.27707
400,2019-01-17,17,HARBGN_7_UNITS-APND,64.6134
401,2019-01-17,18,HARBGN_7_UNITS-APND,70.48868
402,2019-01-17,19,HARBGN_7_UNITS-APND,71.81044
403,2019-01-17,20,HARBGN_7_UNITS-APND,61.71739
404,2019-01-17,21,HARBGN_7_UNITS-APND,53.9716
405,2019-01-17,22,HARBGN_7_UNITS-APND,51.48708
406,2019-01-17,23,HARBGN_7_UNITS-APND,45.506240000000005
407,2019-01-17,24,HARBGN_7_UNITS-APND,42.37345
408,2019-01-18,1,HARBGN_7_UNITS-APND,39.14675
409,2019-01-18,2,HARBGN_7_UNITS-APND,36.73956
410,2019-01-18,3,HARBGN_7_UNITS-APND,35.53672
411,2019-01-18,4,HARBGN_7_UNITS-APND,35.737970000000004
412,2019-01-18,5,HARBGN_7_UNITS-APND,38.03553
413,2019-01-18,6,HARBGN_7_UNITS-APND,42.47341
414,2019-01-18,7,HARBGN_7_UNITS-APND,52.93881
415,2019-01-18,8,HARBGN_7_UNITS-APND,52.69433000000001
416,2019-01-18,9,HARBGN_7_UNITS-APND,42.16778
417,2019-01-18,10,HARBGN_7_UNITS-APND,36.332390000000004
418,2019-01-18,11,HARBGN_7_UNITS-APND,32.887370000000004
419,2019-01-18,12,HARBGN_7_UNITS-APND,31.18502
420,2019-01-18,13,HARBGN_7_UNITS-APND,28.406509999999997
421,2019-01-18,14,HARBGN_7_UNITS-APND,30.490009999999998
422,2019-01-18,15,HARBGN_7_UNITS-APND,33.209340000000005
423,2019-01-18,16,HARBGN_7_UNITS-APND,39.63248
424,2019-01-18,17,HARBGN_7_UNITS-APND,50.211290000000005
425,2019-01-18,18,HARBGN_7_UNITS-APND,73.61013
