state,facility_name,facility_id,year,date,hour,load_mw,so2_lb,nox_lb,co2_short_tons,heat_input_mmbtu
CA,Harbor Generating Station,399,2019,1/3/19,0,,,,,
CA,Harbor Generating Station,399,2019,1/3/19,1,,,,,
CA,Harbor Generating Station,399,2019,1/3/19,2,,,,,
CA,Harbor Generating Station,399,2019,1/3/19,3,,,,,
CA,Harbor Generating Station,399,2019,1/3/19,4,,,,,
CA,Harbor Generating Station,399,2019,1/3/19,5,,,,,
CA,Harbor Generating Station,399,2019,1/3/19,6,,,,,
CA,Harbor Generating Station,399,2019,1/3/19,7,,,,,
CA,Harbor Generating Station,399,2019,1/3/19,8,,,,,
CA,Harbor Generating Station,399,2019,1/3/19,9,,,,,
CA,Harbor Generating Station,399,2019,1/3/19,10,,,,,
CA,Harbor Generating Station,399,2019,1/3/19,11,,,,,
CA,Harbor Generating Station,399,2019,1/3/19,12,,,,,
CA,Harbor Generating Station,399,2019,1/3/19,13,,,,,
CA,Harbor Generating Station,399,2019,1/3/19,14,,,,,
CA,Harbor Generating Station,399,2019,1/3/19,15,,,,,
CA,Harbor Generating Station,399,2019,1/3/19,16,,,,,
CA,Harbor Generating Station,399,2019,1/3/19,17,,,,,
CA,Harbor Generating Station,399,2019,1/3/19,18,,,,,
CA,Harbor Generating Station,399,2019,1/3/19,19,,,,,
CA,Harbor Generating Station,399,2019,1/3/19,20,,,,,
CA,Harbor Generating Station,399,2019,1/3/19,21,,,,,
CA,Harbor Generating Station,399,2019,1/3/19,22,,,,,
CA,Harbor Generating Station,399,2019,1/3/19,23,,,,,
CA,Harbor Generating Station,399,2019,1/4/19,0,,,,,
CA,Harbor Generating Station,399,2019,1/4/19,1,,,,,
CA,Harbor Generating Station,399,2019,1/4/19,2,,,,,
CA,Harbor Generating Station,399,2019,1/4/19,3,,,,,
CA,Harbor Generating Station,399,2019,1/4/19,4,,,,,
CA,Harbor Generating Station,399,2019,1/4/19,5,,,,,
CA,Harbor Generating Station,399,2019,1/4/19,6,,,,,
CA,Harbor Generating Station,399,2019,1/4/19,7,,,,,
CA,Harbor Generating Station,399,2019,1/4/19,8,,,,,
CA,Harbor Generating Station,399,2019,1/4/19,9,,,,,
CA,Harbor Generating Station,399,2019,1/4/19,10,,,,,
CA,Harbor Generating Station,399,2019,1/4/19,11,,,,,
CA,Harbor Generating Station,399,2019,1/4/19,12,,,,,
CA,Harbor Generating Station,399,2019,1/4/19,13,,,,,
CA,Harbor Generating Station,399,2019,1/4/19,14,,,,,
CA,Harbor Generating Station,399,2019,1/4/19,15,,,,,
CA,Harbor Generating Station,399,2019,1/4/19,16,,,,,
CA,Harbor Generating Station,399,2019,1/4/19,17,,,,,
CA,Harbor Generating Station,399,2019,1/4/19,18,,,,,
CA,Harbor Generating Station,399,2019,1/4/19,19,,,,,
CA,Harbor Generating Station,399,2019,1/4/19,20,,,,,
CA,Harbor Generating Station,399,2019,1/4/19,21,,,,,
CA,Harbor Generating Station,399,2019,1/4/19,22,,,,,
CA,Harbor Generating Station,399,2019,1/4/19,23,,,,,
CA,Harbor Generating Station,399,2019,1/5/19,0,,,,,
CA,Harbor Generating Station,399,2019,1/5/19,1,,,,,
CA,Harbor Generating Station,399,2019,1/5/19,2,,,,,
CA,Harbor Generating Station,399,2019,1/5/19,3,,,,,
CA,Harbor Generating Station,399,2019,1/5/19,4,,,,,
CA,Harbor Generating Station,399,2019,1/5/19,5,,,,,
CA,Harbor Generating Station,399,2019,1/5/19,6,,,,,
CA,Harbor Generating Station,399,2019,1/5/19,7,,,,,
CA,Harbor Generating Station,399,2019,1/5/19,8,,,,,
CA,Harbor Generating Station,399,2019,1/5/19,9,,,,,
CA,Harbor Generating Station,399,2019,1/5/19,10,,,,,
CA,Harbor Generating Station,399,2019,1/5/19,11,,,,,
CA,Harbor Generating Station,399,2019,1/5/19,12,,,,,
CA,Harbor Generating Station,399,2019,1/5/19,13,,,,,
CA,Harbor Generating Station,399,2019,1/5/19,14,,,,,
CA,Harbor Generating Station,399,2019,1/5/19,15,,,,,
CA,Harbor Generating Station,399,2019,1/5/19,16,,,,,
CA,Harbor Generating Station,399,2019,1/5/19,17,,,,,
CA,Harbor Generating Station,399,2019,1/5/19,18,,,,,
CA,Harbor Generating Station,399,2019,1/5/19,19,,,,,
CA,Harbor Generating Station,399,2019,1/5/19,20,,,,,
CA,Harbor Generating Station,399,2019,1/5/19,21,,,,,
CA,Harbor Generating Station,399,2019,1/5/19,22,,,,,
CA,Harbor Generating Station,399,2019,1/5/19,23,,,,,
CA,Harbor Generating Station,399,2019,1/6/19,0,,,,,
CA,Harbor Generating Station,399,2019,1/6/19,1,,,,,
CA,Harbor Generating Station,399,2019,1/6/19,2,,,,,
CA,Harbor Generating Station,399,2019,1/6/19,3,,,,,
CA,Harbor Generating Station,399,2019,1/6/19,4,,,,,
CA,Harbor Generating Station,399,2019,1/6/19,5,,,,,
CA,Harbor Generating Station,399,2019,1/6/19,6,,,,,
CA,Harbor Generating Station,399,2019,1/6/19,7,,,,,
CA,Harbor Generating Station,399,2019,1/6/19,8,,,,,
CA,Harbor Generating Station,399,2019,1/6/19,9,,,,,
CA,Harbor Generating Station,399,2019,1/6/19,10,,,,,
CA,Harbor Generating Station,399,2019,1/6/19,11,,,,,
CA,Harbor Generating Station,399,2019,1/6/19,12,,,,,
CA,Harbor Generating Station,399,2019,1/6/19,13,,,,,
CA,Harbor Generating Station,399,2019,1/6/19,14,,,,,
CA,Harbor Generating Station,399,2019,1/6/19,15,,,,,
CA,Harbor Generating Station,399,2019,1/6/19,16,,,,,
CA,Harbor Generating Station,399,2019,1/6/19,17,,,,,
CA,Harbor Generating Station,399,2019,1/6/19,18,,,,,
CA,Harbor Generating Station,399,2019,1/6/19,19,,,,,
CA,Harbor Generating Station,399,2019,1/6/19,20,,,,,
CA,Harbor Generating Station,399,2019,1/6/19,21,,,,,
CA,Harbor Generating Station,399,2019,1/6/19,22,,,,,
CA,Harbor Generating Station,399,2019,1/6/19,23,,,,,
CA,Harbor Generating Station,399,2019,1/7/19,0,,,,,
CA,Harbor Generating Station,399,2019,1/7/19,1,,,,,
CA,Harbor Generating Station,399,2019,1/7/19,2,,,,,
CA,Harbor Generating Station,399,2019,1/7/19,3,,,,,
CA,Harbor Generating Station,399,2019,1/7/19,4,,,,,
CA,Harbor Generating Station,399,2019,1/7/19,5,,,,,
CA,Harbor Generating Station,399,2019,1/7/19,6,,,,,
CA,Harbor Generating Station,399,2019,1/7/19,7,,,,,
CA,Harbor Generating Station,399,2019,1/7/19,8,,,,,
CA,Harbor Generating Station,399,2019,1/7/19,9,,,,,
CA,Harbor Generating Station,399,2019,1/7/19,10,,,,,
CA,Harbor Generating Station,399,2019,1/7/19,11,,,,,
CA,Harbor Generating Station,399,2019,1/7/19,12,,,,,
CA,Harbor Generating Station,399,2019,1/7/19,13,,,,,
CA,Harbor Generating Station,399,2019,1/7/19,14,,,,,
CA,Harbor Generating Station,399,2019,1/7/19,15,,,,,
CA,Harbor Generating Station,399,2019,1/7/19,16,,,,,
CA,Harbor Generating Station,399,2019,1/7/19,17,,,,,
CA,Harbor Generating Station,399,2019,1/7/19,18,,,,,
CA,Harbor Generating Station,399,2019,1/7/19,19,,,,,
CA,Harbor Generating Station,399,2019,1/7/19,20,,,,,
CA,Harbor Generating Station,399,2019,1/7/19,21,,,,,
CA,Harbor Generating Station,399,2019,1/7/19,22,,,,,
CA,Harbor Generating Station,399,2019,1/7/19,23,,,,,
CA,Harbor Generating Station,399,2019,1/8/19,0,,,,,
CA,Harbor Generating Station,399,2019,1/8/19,1,,,,,
CA,Harbor Generating Station,399,2019,1/8/19,2,,,,,
CA,Harbor Generating Station,399,2019,1/8/19,3,,,,,
CA,Harbor Generating Station,399,2019,1/8/19,4,,,,,
CA,Harbor Generating Station,399,2019,1/8/19,5,,,,,
CA,Harbor Generating Station,399,2019,1/8/19,6,,,,,
CA,Harbor Generating Station,399,2019,1/8/19,7,18,0.116,5.398,11.252,192.792
CA,Harbor Generating Station,399,2019,1/8/19,8,14,0.177,10.917,12.604,194.948
CA,Harbor Generating Station,399,2019,1/8/19,9,16,0.103,11.666,10.034,171.564
CA,Harbor Generating Station,399,2019,1/8/19,10,12,0.179,11.926,12.4,189.3
CA,Harbor Generating Station,399,2019,1/8/19,11,3,0.023,0.191,2.22,38.1
CA,Harbor Generating Station,399,2019,1/8/19,12,,,,,
CA,Harbor Generating Station,399,2019,1/8/19,13,,,,,
CA,Harbor Generating Station,399,2019,1/8/19,14,,,,,
CA,Harbor Generating Station,399,2019,1/8/19,15,,,,,
CA,Harbor Generating Station,399,2019,1/8/19,16,,,,,
CA,Harbor Generating Station,399,2019,1/8/19,17,,,,,
CA,Harbor Generating Station,399,2019,1/8/19,18,,,,,
CA,Harbor Generating Station,399,2019,1/8/19,19,,,,,
CA,Harbor Generating Station,399,2019,1/8/19,20,,,,,
CA,Harbor Generating Station,399,2019,1/8/19,21,,,,,
CA,Harbor Generating Station,399,2019,1/8/19,22,,,,,
CA,Harbor Generating Station,399,2019,1/8/19,23,,,,,
CA,Harbor Generating Station,399,2019,1/9/19,0,,,,,
CA,Harbor Generating Station,399,2019,1/9/19,1,,,,,
CA,Harbor Generating Station,399,2019,1/9/19,2,,,,,
CA,Harbor Generating Station,399,2019,1/9/19,3,,,,,
CA,Harbor Generating Station,399,2019,1/9/19,4,,,,,
CA,Harbor Generating Station,399,2019,1/9/19,5,,,,,
CA,Harbor Generating Station,399,2019,1/9/19,6,,,,,
CA,Harbor Generating Station,399,2019,1/9/19,7,17,0.108,16.151,10.494,179.458
CA,Harbor Generating Station,399,2019,1/9/19,8,25,0.241,11.33,18.3,290.5
CA,Harbor Generating Station,399,2019,1/9/19,9,10,0.082,9.54,8.037,137.352
CA,Harbor Generating Station,399,2019,1/9/19,10,28,0.263,14.55,19.5,316.3
CA,Harbor Generating Station,399,2019,1/9/19,11,4,0.056,2.753,5.544,94.941
CA,Harbor Generating Station,399,2019,1/9/19,12,,,,,
CA,Harbor Generating Station,399,2019,1/9/19,13,,,,,
CA,Harbor Generating Station,399,2019,1/9/19,14,,,,,
CA,Harbor Generating Station,399,2019,1/9/19,15,,,,,
CA,Harbor Generating Station,399,2019,1/9/19,16,,,,,
CA,Harbor Generating Station,399,2019,1/9/19,17,,,,,
CA,Harbor Generating Station,399,2019,1/9/19,18,,,,,
CA,Harbor Generating Station,399,2019,1/9/19,19,,,,,
CA,Harbor Generating Station,399,2019,1/9/19,20,,,,,
CA,Harbor Generating Station,399,2019,1/9/19,21,,,,,
CA,Harbor Generating Station,399,2019,1/9/19,22,,,,,
CA,Harbor Generating Station,399,2019,1/9/19,23,,,,,
CA,Harbor Generating Station,399,2019,1/10/19,0,,,,,
CA,Harbor Generating Station,399,2019,1/10/19,1,,,,,
CA,Harbor Generating Station,399,2019,1/10/19,2,,,,,
CA,Harbor Generating Station,399,2019,1/10/19,3,,,,,
CA,Harbor Generating Station,399,2019,1/10/19,4,,,,,
CA,Harbor Generating Station,399,2019,1/10/19,5,,,,,
CA,Harbor Generating Station,399,2019,1/10/19,6,,,,,
CA,Harbor Generating Station,399,2019,1/10/19,7,,,,,
CA,Harbor Generating Station,399,2019,1/10/19,8,,,,,
CA,Harbor Generating Station,399,2019,1/10/19,9,,,,,
CA,Harbor Generating Station,399,2019,1/10/19,10,,,,,
CA,Harbor Generating Station,399,2019,1/10/19,11,,,,,
CA,Harbor Generating Station,399,2019,1/10/19,12,,,,,
CA,Harbor Generating Station,399,2019,1/10/19,13,,,,,
CA,Harbor Generating Station,399,2019,1/10/19,14,,,,,
CA,Harbor Generating Station,399,2019,1/10/19,15,,,,,
CA,Harbor Generating Station,399,2019,1/10/19,16,,,,,
CA,Harbor Generating Station,399,2019,1/10/19,17,,,,,
CA,Harbor Generating Station,399,2019,1/10/19,18,0,0.034,1.584,3.304,56.588
CA,Harbor Generating Station,399,2019,1/10/19,19,17,0.152,36.824,14.848,254.536
CA,Harbor Generating Station,399,2019,1/10/19,20,79,0.572,89.591,55.6,953.1
CA,Harbor Generating Station,399,2019,1/10/19,21,80,0.576,15.371,56,960.7
CA,Harbor Generating Station,399,2019,1/10/19,22,27,0.206,4.797,19.975,342.63
CA,Harbor Generating Station,399,2019,1/10/19,23,0,0.05,4.04,4.92,84.16
CA,Harbor Generating Station,399,2019,1/11/19,0,,,,,
CA,Harbor Generating Station,399,2019,1/11/19,1,,,,,
CA,Harbor Generating Station,399,2019,1/11/19,2,,,,,
CA,Harbor Generating Station,399,2019,1/11/19,3,,,,,
CA,Harbor Generating Station,399,2019,1/11/19,4,,,,,
CA,Harbor Generating Station,399,2019,1/11/19,5,,,,,
CA,Harbor Generating Station,399,2019,1/11/19,6,,,,,
CA,Harbor Generating Station,399,2019,1/11/19,7,,,,,
CA,Harbor Generating Station,399,2019,1/11/19,8,,,,,
CA,Harbor Generating Station,399,2019,1/11/19,9,,,,,
CA,Harbor Generating Station,399,2019,1/11/19,10,,,,,
CA,Harbor Generating Station,399,2019,1/11/19,11,,,,,
CA,Harbor Generating Station,399,2019,1/11/19,12,,,,,
CA,Harbor Generating Station,399,2019,1/11/19,13,36,0.279,70.738,27.153,465.381
CA,Harbor Generating Station,399,2019,1/11/19,14,82,0.57,26.592,55.4,949.7
CA,Harbor Generating Station,399,2019,1/11/19,15,96,0.565,16.011,54.9,941.8
CA,Harbor Generating Station,399,2019,1/11/19,16,100,0.565,16.019,55,942.3
CA,Harbor Generating Station,399,2019,1/11/19,17,108,0.622,31.201,60.46,1035.868
CA,Harbor Generating Station,399,2019,1/11/19,18,0,0.001,0,0.056,0.964
CA,Harbor Generating Station,399,2019,1/11/19,19,,,,,
CA,Harbor Generating Station,399,2019,1/11/19,20,,,,,
CA,Harbor Generating Station,399,2019,1/11/19,21,,,,,
CA,Harbor Generating Station,399,2019,1/11/19,22,,,,,
CA,Harbor Generating Station,399,2019,1/11/19,23,,,,,
CA,Harbor Generating Station,399,2019,1/12/19,0,,,,,
CA,Harbor Generating Station,399,2019,1/12/19,1,,,,,
CA,Harbor Generating Station,399,2019,1/12/19,2,,,,,
CA,Harbor Generating Station,399,2019,1/12/19,3,,,,,
CA,Harbor Generating Station,399,2019,1/12/19,4,,,,,
CA,Harbor Generating Station,399,2019,1/12/19,5,,,,,
CA,Harbor Generating Station,399,2019,1/12/19,6,,,,,
CA,Harbor Generating Station,399,2019,1/12/19,7,,,,,
CA,Harbor Generating Station,399,2019,1/12/19,8,,,,,
CA,Harbor Generating Station,399,2019,1/12/19,9,,,,,
CA,Harbor Generating Station,399,2019,1/12/19,10,,,,,
CA,Harbor Generating Station,399,2019,1/12/19,11,,,,,
CA,Harbor Generating Station,399,2019,1/12/19,12,,,,,
CA,Harbor Generating Station,399,2019,1/12/19,13,,,,,
CA,Harbor Generating Station,399,2019,1/12/19,14,,,,,
CA,Harbor Generating Station,399,2019,1/12/19,15,,,,,
CA,Harbor Generating Station,399,2019,1/12/19,16,,,,,
CA,Harbor Generating Station,399,2019,1/12/19,17,,,,,
CA,Harbor Generating Station,399,2019,1/12/19,18,,,,,
CA,Harbor Generating Station,399,2019,1/12/19,19,,,,,
CA,Harbor Generating Station,399,2019,1/12/19,20,,,,,
CA,Harbor Generating Station,399,2019,1/12/19,21,,,,,
CA,Harbor Generating Station,399,2019,1/12/19,22,,,,,
CA,Harbor Generating Station,399,2019,1/12/19,23,,,,,
CA,Harbor Generating Station,399,2019,1/13/19,0,,,,,
CA,Harbor Generating Station,399,2019,1/13/19,1,,,,,
CA,Harbor Generating Station,399,2019,1/13/19,2,,,,,
CA,Harbor Generating Station,399,2019,1/13/19,3,,,,,
CA,Harbor Generating Station,399,2019,1/13/19,4,,,,,
CA,Harbor Generating Station,399,2019,1/13/19,5,,,,,
CA,Harbor Generating Station,399,2019,1/13/19,6,,,,,
CA,Harbor Generating Station,399,2019,1/13/19,7,,,,,
CA,Harbor Generating Station,399,2019,1/13/19,8,,,,,
CA,Harbor Generating Station,399,2019,1/13/19,9,,,,,
CA,Harbor Generating Station,399,2019,1/13/19,10,,,,,
CA,Harbor Generating Station,399,2019,1/13/19,11,,,,,
CA,Harbor Generating Station,399,2019,1/13/19,12,,,,,
CA,Harbor Generating Station,399,2019,1/13/19,13,,,,,
CA,Harbor Generating Station,399,2019,1/13/19,14,,,,,
CA,Harbor Generating Station,399,2019,1/13/19,15,,,,,
CA,Harbor Generating Station,399,2019,1/13/19,16,,,,,
CA,Harbor Generating Station,399,2019,1/13/19,17,,,,,
CA,Harbor Generating Station,399,2019,1/13/19,18,,,,,
CA,Harbor Generating Station,399,2019,1/13/19,19,,,,,
CA,Harbor Generating Station,399,2019,1/13/19,20,,,,,
CA,Harbor Generating Station,399,2019,1/13/19,21,,,,,
CA,Harbor Generating Station,399,2019,1/13/19,22,,,,,
CA,Harbor Generating Station,399,2019,1/13/19,23,,,,,
CA,Harbor Generating Station,399,2019,1/14/19,0,,,,,
CA,Harbor Generating Station,399,2019,1/14/19,1,,,,,
CA,Harbor Generating Station,399,2019,1/14/19,2,,,,,
CA,Harbor Generating Station,399,2019,1/14/19,3,,,,,
CA,Harbor Generating Station,399,2019,1/14/19,4,,,,,
CA,Harbor Generating Station,399,2019,1/14/19,5,,,,,
CA,Harbor Generating Station,399,2019,1/14/19,6,,,,,
CA,Harbor Generating Station,399,2019,1/14/19,7,0,0.002,0.018,0.177,3.012
CA,Harbor Generating Station,399,2019,1/14/19,8,40,0.237,24.496,23.1,395.1
CA,Harbor Generating Station,399,2019,1/14/19,9,7,0.201,7.41,9.36,134.72
CA,Harbor Generating Station,399,2019,1/14/19,10,,,,,
CA,Harbor Generating Station,399,2019,1/14/19,11,31,0.136,17.219,13.2,226.56
CA,Harbor Generating Station,399,2019,1/14/19,12,33,0.125,15.784,12.1,207.68
CA,Harbor Generating Station,399,2019,1/14/19,13,,,,,
CA,Harbor Generating Station,399,2019,1/14/19,14,,,,,
CA,Harbor Generating Station,399,2019,1/14/19,15,,,,,
CA,Harbor Generating Station,399,2019,1/14/19,16,,,,,
CA,Harbor Generating Station,399,2019,1/14/19,17,,,,,
CA,Harbor Generating Station,399,2019,1/14/19,18,,,,,
CA,Harbor Generating Station,399,2019,1/14/19,19,,,,,
CA,Harbor Generating Station,399,2019,1/14/19,20,,,,,
CA,Harbor Generating Station,399,2019,1/14/19,21,,,,,
CA,Harbor Generating Station,399,2019,1/14/19,22,,,,,
CA,Harbor Generating Station,399,2019,1/14/19,23,,,,,
CA,Harbor Generating Station,399,2019,1/15/19,0,,,,,
CA,Harbor Generating Station,399,2019,1/15/19,1,,,,,
CA,Harbor Generating Station,399,2019,1/15/19,2,,,,,
CA,Harbor Generating Station,399,2019,1/15/19,3,,,,,
CA,Harbor Generating Station,399,2019,1/15/19,4,,,,,
CA,Harbor Generating Station,399,2019,1/15/19,5,,,,,
CA,Harbor Generating Station,399,2019,1/15/19,6,,,,,
CA,Harbor Generating Station,399,2019,1/15/19,7,,,,,
CA,Harbor Generating Station,399,2019,1/15/19,8,,,,,
CA,Harbor Generating Station,399,2019,1/15/19,9,,,,,
CA,Harbor Generating Station,399,2019,1/15/19,10,,,,,
CA,Harbor Generating Station,399,2019,1/15/19,11,,,,,
CA,Harbor Generating Station,399,2019,1/15/19,12,,,,,
CA,Harbor Generating Station,399,2019,1/15/19,13,,,,,
CA,Harbor Generating Station,399,2019,1/15/19,14,,,,,
CA,Harbor Generating Station,399,2019,1/15/19,15,,,,,
CA,Harbor Generating Station,399,2019,1/15/19,16,,,,,
CA,Harbor Generating Station,399,2019,1/15/19,17,,,,,
CA,Harbor Generating Station,399,2019,1/15/19,18,,,,,
CA,Harbor Generating Station,399,2019,1/15/19,19,,,,,
CA,Harbor Generating Station,399,2019,1/15/19,20,,,,,
CA,Harbor Generating Station,399,2019,1/15/19,21,,,,,
CA,Harbor Generating Station,399,2019,1/15/19,22,,,,,
CA,Harbor Generating Station,399,2019,1/15/19,23,,,,,
CA,Harbor Generating Station,399,2019,1/16/19,0,,,,,
CA,Harbor Generating Station,399,2019,1/16/19,1,,,,,
CA,Harbor Generating Station,399,2019,1/16/19,2,,,,,
CA,Harbor Generating Station,399,2019,1/16/19,3,,,,,
CA,Harbor Generating Station,399,2019,1/16/19,4,,,,,
CA,Harbor Generating Station,399,2019,1/16/19,5,,,,,
CA,Harbor Generating Station,399,2019,1/16/19,6,23,0.071,7.898,6.864,117.888
CA,Harbor Generating Station,399,2019,1/16/19,7,77,0.497,44.707,48.3,827.9
CA,Harbor Generating Station,399,2019,1/16/19,8,100,0.701,40.208,68.116,1167.544
CA,Harbor Generating Station,399,2019,1/16/19,9,186,1.132,131.115,110,1886.2
CA,Harbor Generating Station,399,2019,1/16/19,10,216,1.134,29.281,110.3,1889.4
CA,Harbor Generating Station,399,2019,1/16/19,11,220,1.138,29.368,110.6,1895
CA,Harbor Generating Station,399,2019,1/16/19,12,220,1.139,29.411,110.7,1897.8
CA,Harbor Generating Station,399,2019,1/16/19,13,220,1.137,29.361,110.5,1894.5
CA,Harbor Generating Station,399,2019,1/16/19,14,219,1.137,28.43,110.6,1895.9
CA,Harbor Generating Station,399,2019,1/16/19,15,219,1.137,28.435,110.7,1896.2
CA,Harbor Generating Station,399,2019,1/16/19,16,84,0.491,11.726,47.728,818.168
CA,Harbor Generating Station,399,2019,1/16/19,17,,,,,
CA,Harbor Generating Station,399,2019,1/16/19,18,,,,,
CA,Harbor Generating Station,399,2019,1/16/19,19,,,,,
CA,Harbor Generating Station,399,2019,1/16/19,20,,,,,
CA,Harbor Generating Station,399,2019,1/16/19,21,,,,,
CA,Harbor Generating Station,399,2019,1/16/19,22,,,,,
CA,Harbor Generating Station,399,2019,1/16/19,23,,,,,
CA,Harbor Generating Station,399,2019,1/17/19,0,,,,,
CA,Harbor Generating Station,399,2019,1/17/19,1,,,,,
CA,Harbor Generating Station,399,2019,1/17/19,2,,,,,
CA,Harbor Generating Station,399,2019,1/17/19,3,,,,,
CA,Harbor Generating Station,399,2019,1/17/19,4,,,,,
CA,Harbor Generating Station,399,2019,1/17/19,5,,,,,
CA,Harbor Generating Station,399,2019,1/17/19,6,,,,,
CA,Harbor Generating Station,399,2019,1/17/19,7,,,,,
CA,Harbor Generating Station,399,2019,1/17/19,8,,,,,
CA,Harbor Generating Station,399,2019,1/17/19,9,,,,,
CA,Harbor Generating Station,399,2019,1/17/19,10,,,,,
CA,Harbor Generating Station,399,2019,1/17/19,11,,,,,
CA,Harbor Generating Station,399,2019,1/17/19,12,,,,,
CA,Harbor Generating Station,399,2019,1/17/19,13,,,,,
CA,Harbor Generating Station,399,2019,1/17/19,14,,,,,
CA,Harbor Generating Station,399,2019,1/17/19,15,,,,,
CA,Harbor Generating Station,399,2019,1/17/19,16,,,,,
CA,Harbor Generating Station,399,2019,1/17/19,17,,,,,
CA,Harbor Generating Station,399,2019,1/17/19,18,,,,,
CA,Harbor Generating Station,399,2019,1/17/19,19,,,,,
CA,Harbor Generating Station,399,2019,1/17/19,20,,,,,
CA,Harbor Generating Station,399,2019,1/17/19,21,,,,,
CA,Harbor Generating Station,399,2019,1/17/19,22,,,,,
CA,Harbor Generating Station,399,2019,1/17/19,23,,,,,
CA,Harbor Generating Station,399,2019,1/18/19,0,,,,,
CA,Harbor Generating Station,399,2019,1/18/19,1,,,,,
CA,Harbor Generating Station,399,2019,1/18/19,2,,,,,
CA,Harbor Generating Station,399,2019,1/18/19,3,,,,,
CA,Harbor Generating Station,399,2019,1/18/19,4,,,,,
CA,Harbor Generating Station,399,2019,1/18/19,5,,,,,
CA,Harbor Generating Station,399,2019,1/18/19,6,,,,,
CA,Harbor Generating Station,399,2019,1/18/19,7,,,,,
CA,Harbor Generating Station,399,2019,1/18/19,8,,,,,
CA,Harbor Generating Station,399,2019,1/18/19,9,,,,,
CA,Harbor Generating Station,399,2019,1/18/19,10,,,,,
CA,Harbor Generating Station,399,2019,1/18/19,11,,,,,
CA,Harbor Generating Station,399,2019,1/18/19,12,,,,,
CA,Harbor Generating Station,399,2019,1/18/19,13,,,,,
CA,Harbor Generating Station,399,2019,1/18/19,14,,,,,
CA,Harbor Generating Station,399,2019,1/18/19,15,,,,,
CA,Harbor Generating Station,399,2019,1/18/19,16,,,,,
CA,Harbor Generating Station,399,2019,1/18/19,17,,,,,
CA,Harbor Generating Station,399,2019,1/18/19,18,,,,,
CA,Harbor Generating Station,399,2019,1/18/19,19,,,,,
CA,Harbor Generating Station,399,2019,1/18/19,20,,,,,
CA,Harbor Generating Station,399,2019,1/18/19,21,,,,,
CA,Harbor Generating Station,399,2019,1/18/19,22,,,,,
CA,Harbor Generating Station,399,2019,1/18/19,23,,,,,
